Username (Account ID),State,District,Area,Median No of transactions ,Average No of transactions ,lowestof trans,Median Amount,Average Amount,lowestof amount,TYPE,Gender,Active,Blocked,Suspended,Unused Balance,NO OF DAYS SINCE LAST DEPOSIT ,NO OF DAYS SINCE device creation,NO OF DAYS SINCE onboarded,Status,Status2
DcTech (022279),Lagos,Alimosho 2,Ikotun,3,5,3,3400,7160,3400,Regular,Female,Yes,No,No,230,52,251,251,bad,bad
Elyte (021658),Lagos,Agege,Oko-Oba,8,8,8,11850,15981,11850,Regular,Male,Yes,No,No,0.5,16,257,257,bad,bad
Paulchuks (022113),Lagos,Shomolu,Anthony,3,3,3,13950,14009,13950,Regular,Male,Yes,No,No,2.85,4,252,252,bad,bad
lopol (020838),Lagos,Oshodi-Main,Ajao estate,6,11,6,12632,15377,12632,Regular,Female,Yes,No,No,0.375,64,278,278,bad,bad
adejossy (023030),Lagos,Mushin-Main,Mushin,0,2,0,0,2289,0,Regular,Male,Yes,No,No,2,203,242,242,bad,bad
OSHOKEAPP (008802),Lagos,Festac1,5th Avenue Stretch,0,1,0,0,1301,0,Regular,Female,Yes,No,No,832,223,698,698,bad,bad
GreenageApp (012701),Gombe,Gombe,0,0,1,0,0,854,0,Regular,Male,Yes,No,No,0.376,350,517,517,bad,bad
BrandnissApp (017825),Lagos,IKorodu,Igbogbo,1,2,1,100,4342,100,Regular,Female,Yes,No,No,78.365,111,385,385,bad,bad
AkintoluApp (006837),Lagos,Alimosho 1,Abule Egba,4,5,4,7020,12715,7020,Regular,Female,Yes,No,No,25.12,81,322,766,bad,bad
sabimen3751 (016407),Lagos,Alimosho 1,Iyana Ipaja,53,66,53,99400,107503,99400,Regular,Female,Yes,No,No,14218.755,2,438,438,good,bad
Arikosventures (005217),Ogun,Otta,Otta,0,3,0,0,5510,0,Regular,Female,Yes,No,No,15381.7,33,1154,1154,bad,bad
Sabimen3558 (015424),Lagos,Lagos Island,Ajah,216,274,216,1933855,1872998,1872998,Regular,Male,Yes,No,No,0.285,35,438,438,good,good
peteryaks82 (021749),Federal Capital Territory,Utako/Jabi,Jabi,668,571,571,1307800,1168867,1168867,Regular,Male,Yes,No,No,2699.1028,4,256,256,good,bad
KKJOTHAM (004226),Lagos,Ibeju-Lekki,Lekki,0,1,0,0,1186,0,Regular,Male,Yes,No,No,-5998,259,1082,1263,bad,bad
barrywhite (005713),Lagos,Festac1,23 Road Stretch,24,35,24,5885,12479,5885,Regular,Female,Yes,No,No,280.34429,2,1078,1078,bad,bad
Saajib (006618),Ondo,Owo,Owo,11,39,11,63440,199988,63440,Regular,Male,Yes,No,No,-2764.85179,105,899,899,bad,bad
SABIMEN1044 (011132),Lagos,IKorodu,Idiroko,138,113,113,475310,508098,475310,Regular,Male,Yes,No,No,73046.815,123,536,536,good,good
Demosarahapp (006895),Lagos,Oshodi-Main,Okota,9,8,8,6500,7813,6500,Regular,Male,Yes,No,No,30.9,16,784,784,bad,bad
Teetechapp (020256),Ogun,Ado-Odo/Ota,Iju Ota,26,21,21,12845,14467,12845,Regular,Male,Yes,No,No,16.2955,7,297,297,bad,bad
democlaraapp (007886),Kano,Tarauni,NNPC,2,2,2,1900,3043,1900,Regular,Female,Yes,No,No,180.775,96,739,739,bad,bad
donpengason (021893),Delta,Okpe,Osubi,13,20,13,48070,271960,48070,Regular,Male,Yes,No,No,32.72,13,255,255,bad,bad
opeyemi (022646),Oyo,Ibadan South East,Lagos Ojoo Expressway,0,0,0,0,821,0,Regular,Female,Yes,No,No,200,44095,247,247,bad,bad
Sabimen3668 (015438),Lagos,IKorodu,Odogunyan,42,64,42,70950,228599,70950,Regular,Male,Yes,No,No,16187.59,2,438,438,good,bad
sabimen2810 (015063),Oyo,Oyo East,Oke Ebo,161,124,124,329550,293735,293735,Regular,Male,Yes,No,No,27001.295,3,462,462,good,bad
SABIMEN1838 (014414),Lagos,Alimosho 1,Ipaja,34,25,25,44211,34710,34710,Regular,Female,Yes,No,No,2459.3577,82,472,472,good,good
Demomuzakapp (010089),Lagos,Oshodi-Main,Ajao estate,11,15,11,11670,14526,11670,Regular,Male,Yes,No,No,1018.76,16,369,369,bad,bad
doorstep (008002),Akwa Ibom,Uyo 2,Barrack Road,6,7,6,5700,20296,5700,Regular,Male,Yes,No,No,5344.286,32,734,734,bad,bad
Demoyisauapp (009964),Lagos,Oshodi-Main,Ajao estate,13,34,13,5580,61918,5580,Regular,Male,Yes,No,No,150.7584,2,601,601,bad,bad
Sabimen158 (011039),Lagos,Kosofe,Alakpere,75,81,75,203200,196563,196563,Regular,Male,Yes,No,No,2436.96,7,544,544,good,good
sabimen780 (012242),Lagos,IKorodu,Sabo,95,91,91,387280,536815,387280,Regular,Male,Yes,No,No,5266.21,249,537,537,good,good
BabatunsApp (018158),Oyo,Ibadan North,Egbeda,13,12,12,9080,13613,9080,Regular,Male,Yes,No,No,2021.4,16,357,371,bad,bad
bestsolution (023424),Ogun,Ado-Odo/Ota,Ado Odo,24,19,19,15500,16367,15500,Regular,Male,Yes,No,No,5336.6,3,237,237,bad,bad
Obinnaventures4 (005939),Imo,Owerri-Municipal,Owerri,0,1,0,0,3695,0,Regular,Male,Yes,No,No,-6350,231,1068,1068,bad,bad
Royalty (008254),Federal Capital Territory,Gwagwalada,Gwagwalada,2,2,2,2200,18841,2200,Regular,Male,Yes,No,No,5.54943,104,727,727,bad,bad
opemosu (022122),Lagos,Shomolu,Gbagada,11,12,11,9520,10360,9520,Regular,Female,Yes,No,No,63.82,16,252,252,bad,bad
Dadaapp (021009),Ogun,Owode Ijako,Owode Ijako,98,131,98,426490,843712,426490,Regular,Male,Yes,No,No,88.62,58,277,277,good,good
sabimen3777 (016434),Lagos,Ajegunle,Ajegunle,0,0,0,0,778,0,Regular,Male,Yes,No,No,10020,26,438,438,bad,bad
gkabelapp (008127),Rivers,Port Harcourt,Rumukalagbor,2,3,2,1200,1900,1200,Regular,Male,Yes,No,No,64.292,243,731,731,bad,bad
Belimarsh5 (005950),Abia,Umuahia South,Abam,0,6,0,0,2764,0,Regular,Female,Yes,No,No,-5568.01,218,1067,1067,bad,bad
OziagoApp (018603),Federal Capital Territory,Gwagwalada,Gwaywalada,3,12,3,1300,71958,1300,Regular,Male,Yes,No,No,31.17,44095,355,355,bad,bad
nalado (003238),Kano,Fagge 2 (Sabon Gari),Sabon Gari,15,15,15,7450,14745,7450,Regular,Male,Yes,No,No,-183.7555,4,1327,1327,bad,bad
PetemikePOS (008841),Lagos,IKorodu,Agric,0,0,0,0,743,0,Regular,Male,No,No,No,-6955.1,550,697,697,bad,bad
UCIKEAPP (012343),Anambra,Idemili North,Obosi,3,6,3,400,1936,400,Regular,Male,Yes,No,No,49.144,203,542,542,bad,bad
Bussywears (021515),Lagos,Ifako Ijaiye,Iju,10,9,9,57180,49273,49273,Regular,Female,Yes,No,No,3003.1,16,262,262,bad,bad
SABIMEN2732 (015095),Oyo,Oyo East,Ife Odan Road,0,17,0,0,36759,0,Regular,Female,Yes,No,No,719.5,102,465,465,bad,bad
Vicky212app (009469),Lagos,Badagry,Agbara,0,4,0,0,3441,0,Regular,Male,Yes,No,No,43.996,158,657,657,bad,bad
sabimen349 (011010),Lagos,Surulere,Lawanson,134,124,124,333600,370692,333600,Regular,Male,Yes,No,No,8617.015,1,542,542,good,bad
SABIMEN1048 (011127),Lagos,Sango,Sango,0,1,0,0,2971,0,Regular,Male,Yes,No,No,1517.15,9,536,536,bad,bad
OjbrownAPP (017711),Ogun,Obafemi-Owode,Mowe,1,4,1,10,1816,10,Regular,Male,Yes,No,No,1260.2,0,389,389,bad,bad
TushSignature (002467),Lagos,IKorodu,Agric,0,0,0,0,729,0,Regular,Female,Yes,No,No,-6174.55743,267,1403,1403,bad,bad
Emuan (021621),Lagos,Oshodi-Main,Isolo,4,5,4,5156,8539,5156,Regular,Female,Yes,No,No,0.62,16,258,258,bad,bad
Adebayotimothyapp (021598),Ogun,Ado-Odo/Ota,Sango Ota,0,2,0,0,729,0,Regular,Male,Yes,No,No,2,257,258,258,bad,bad
eniolorundapp (019075),Lagos,Ifako Ijaiye,Ogba,9,9,9,8580,9300,8580,Regular,Female,Yes,No,No,95.99,1,333,333,bad,bad
aanafada (021886),Gombe,Gombe,0,0,0,0,0,726,0,Regular,Male,Yes,No,No,0,247,255,255,bad,bad
BRAVEPALAPP (016656),Ogun,Obafemi-Owode,Mowe,2,3,2,5000,6039,5000,Regular,Male,Yes,No,No,77.14143,55,312,451,bad,bad
AKINSCONCEPTSPOS (023603),Ogun,Ewekoro,Itori,0,3,0,0,521871,0,Regular,Male,No,Yes,No,6507.14286,231,235,235,bad,bad
Sabimen3600 (015525),Lagos,Ikeja,Ojodu,47,39,39,109150,84244,84244,Regular,Male,Yes,No,No,16171.42,2,438,438,good,bad
IsaacAPos (013048),Ondo,Ondo,Ondo,1,2,1,1250,4264,1250,Regular,Male,Yes,No,No,-4285.64286,334,502,502,bad,bad
Shopboxapp (016842),Lagos,Ibeju-Lekki,Ajah,0,0,0,0,721,0,Regular,Male,Yes,No,No,10.8,262,426,426,bad,bad
SABIMEN1581 (013898),Kano,Fagge 2 (Sabon Gari),Sabon Gari,8,9,8,19100,21284,19100,Regular,Male,Yes,No,No,8515.295,17,476,476,bad,bad
SABIMEN594 (011698),Lagos,Ikeja,Opebi,4,7,4,5050,25257,5050,Regular,Male,Yes,No,No,401.0825,1,539,539,bad,bad
Ugotee (004335),Akwa Ibom,Uyo 1,Aka Road,14,14,14,25830,27339,25830,Regular,Male,Yes,No,No,16244.13214,42,1194,1258,bad,bad
GadtwinApp (018141),Gombe,Kaltungo,0,0,1,0,0,720,0,Regular,Male,Yes,No,No,2.48,263,371,371,bad,bad
Abakar2051 (022187),Yobe,Damaturu,0,0,0,0,0,714,0,Regular,Male,Yes,No,No,0,249,252,252,bad,bad
Nabo (021496),Lagos,IKorodu,Ijede,6,6,6,5350,6114,5350,Regular,Male,Yes,No,No,272.76,6,265,265,bad,bad
surekey1 (000521),Lagos,Oke Aro,Ajuwon,0,0,0,0,714,0,Regular,Female,Yes,No,No,-1366.92857,242,713,1754,bad,bad
DemoDapoApp (006863),Lagos,Oshodi-Main,Ajao estate,9,10,9,14780,16957,14780,Regular,Female,Yes,No,No,22.36,16,259,794,bad,bad
Ranger (022406),Imo,Oru West,Mgbidi,0,37,0,0,296163,0,Regular,Male,Yes,No,No,93.46,85,250,250,bad,bad
DemoAdeyinkaApp (020318),Lagos,Oshodi-Main,Ajao estate,9,11,9,8950,32561,8950,Regular,Male,Yes,No,No,47.7,16,293,293,bad,bad
Demojapp (017567),Lagos,IKorodu,Igbogbo,5,41,5,5000,188942,5000,Regular,Male,Yes,No,No,291.74,32,392,392,bad,bad
Wuyem (001110),Kwara,Ilorin,Oke-Ose,0,6,0,0,1686,0,Regular,Male,Yes,No,No,-5112.28779,201,1501,1637,bad,bad
SABIMEN1140 (011310),Ogun,Ifo,0,46,34,34,102600,107261,102600,Regular,Male,Yes,No,No,130312.515,97,535,535,good,good
Bimpeapp (017932),Lagos,IKorodu,Odogunyan,167,166,166,969370,1015147,969370,Regular,Female,Yes,No,No,4803.58929,2,382,382,good,bad
RitaApp (017565),Lagos,Alimosho 2,Igando,23,22,22,6250,8169,6250,Regular,Female,Yes,No,No,715.535,16,392,392,bad,bad
Tosinmabs (023252),Lagos,Ikeja,Ojodu,0,0,0,0,714,0,Regular,Male,Yes,No,No,0,240,240,240,bad,bad
ndziviv (021563),Lagos,Oshodi-Main,Isolo,17,15,15,27790,43983,27790,Regular,Male,Yes,No,No,502.2875,16,259,259,bad,bad
Zeenatapp (022175),Bornu,Maiduguri,0,0,0,0,0,714,0,Regular,Female,Yes,No,No,0,252,252,252,bad,bad
VIVVICKCOMMApp (010049),Federal Capital Territory,Kubwa,Dutse Alhaji,1,13,1,20,11946,20,Regular,Male,Yes,No,No,5.808,2,593,593,bad,bad
freedomchuks (022602),Lagos,Ibeju-Lekki,Ajah,0,2,0,0,2837,0,Regular,Male,Yes,No,No,90,179,248,248,bad,bad
DADAPP2 (020370),Yobe,Yunusari,0,0,0,0,0,707,0,Regular,Male,Yes,No,No,0,250,291,291,bad,bad
Ronkenimbe (021766),Lagos,Yaba-Main,Yaba,6,6,6,9320,8795,8795,Regular,Female,Yes,No,No,29.04,16,256,256,bad,bad
sadiqbulama1988 (022252),Yobe,Damaturu,0,0,0,0,0,707,0,Regular,Male,Yes,No,No,0,249,251,251,bad,bad
KayzApp (020433),Lagos,Oshodi-Main,Oshodi,0,1,0,0,707,0,Regular,Male,Yes,No,No,0,253,286,286,bad,bad
TimitimiApp (017644),Lagos,Alimosho 1,Egbeda,0,0,0,0,706,0,Regular,Male,Yes,No,No,1064.248,20,390,390,bad,bad
QueenestApp (009552),Lagos,Alimosho 1,Abule Egba,8,8,8,8390,8147,8147,Regular,Female,Yes,No,No,48.95,16,643,643,bad,bad
Andronicle (021414),Lagos,Oshodi-Main,Ajao estate,32,34,32,56904,79673,56904,Regular,Male,Yes,No,No,2303.75,3,272,272,good,bad
Adaklawapp (021464),Ekiti,Ikere Ekiti,Olukere,0,7,0,0,1679,0,Regular,Male,Yes,No,No,7.92,220,266,266,bad,bad
Blociousapp (017383),Federal Capital Territory,Kubwa,Bwari,5,6,5,6930,9337,6930,Regular,Male,Yes,No,No,1224.78,1,397,397,bad,bad
SABIMEN2941 (015626),Rivers,Port Harcourt,New GRA,0,0,0,0,700,0,Regular,Male,Yes,No,No,7.275,422,461,461,bad,bad
mekdam (021531),Lagos,Ifako Ijaiye,Ijaiye,0,1,0,0,700,0,Regular,Male,Yes,No,No,5079,262,262,262,bad,bad
jamiu77 (021691),Lagos,Shomolu,Bariga,0,1,0,0,700,0,Regular,Male,Yes,No,No,50,257,257,257,bad,bad
countrysidePOS (010428),Lagos,Alimosho 1,Iyana Ipaja,352,332,332,1900062,1830673,1830673,Regular,Female,Yes,No,No,64875.61921,1,560,560,good,bad
MARK1APP (017403),Lagos,Oshodi-Main,Oshodi,1,2,1,4205,3815,3815,Regular,Male,Yes,No,No,244.8,23,396,396,bad,bad
s32813293app (022234),Bornu,Jere,0,0,0,0,0,700,0,Regular,Male,Yes,No,No,98922.2,251,251,251,bad,bad
Samuel1172app (019029),Bornu,Maiduguri,0,0,2,0,0,721,0,Regular,Male,Yes,No,No,45.5,278,335,335,bad,bad
sabimen3797 (016454),Ogun,Ado-Odo/Ota,Sango Ota,0,1,0,0,686,0,Regular,Female,Yes,No,No,9092.44376,5,438,438,bad,bad
adfabbpos (005412),Ogun,Abeokuta North,Saraki,0,1,0,0,686,0,Regular,Female,Yes,No,No,37.9,3,552,1139,bad,bad
PrinceArts (003282),Rivers,Oyigbo,Obigbo,0,0,0,0,686,0,Regular,Male,Yes,No,No,-6993.55,275,1316,1316,bad,bad
kristogladmobile (022213),Lagos,Ifako Ijaiye,Alakuko,0,1,0,0,721,0,Regular,Male,Yes,No,No,3.5,248,252,252,bad,bad
Jherry93 (019088),Lagos,IKorodu,Ijede,0,2,0,0,1357,0,Regular,Male,Yes,No,No,-5496.6,289,333,333,bad,bad
Chubic (022537),Lagos,Ojo,Ijanikin,6,15,6,21550,32259,21550,Regular,Female,Yes,No,No,30.6,127,249,249,bad,bad
sabimen2369 (014455),Federal Capital Territory,Gwagwalada,Gwagwalada,460,402,402,927300,907499,907499,Regular,Male,Yes,No,No,1871.775,1,468,468,good,bad
Ohio (004540),Lagos,Ibeju-Lekki,Ajah,0,0,0,0,686,0,Regular,Female,Yes,No,No,-7163.77675,322,1237,1237,bad,bad
balexokeoyi (022261),Kwara,Ilorin,Oke-Oyi,0,1,0,0,686,0,Regular,Male,Yes,No,No,150,236,251,251,bad,bad
eleudora (004038),Anambra,Nnewi South,Ezinifite,4,71,4,4770,194241,4770,Regular,Male,Yes,No,No,6959.77309,2,1274,1274,bad,bad
victoragu (003727),Lagos,Surulere,Aguda,0,1,0,0,679,0,Regular,Male,Yes,No,No,-7102.1,278,1292,1292,bad,bad
goldenapp (009897),Lagos,Alimosho 2,Ikotun,21,19,19,17070,35869,17070,Regular,Female,Yes,No,No,6.882,1,608,608,bad,bad
Feyinet1 (005038),Lagos,Kosofe,Ojota,1,5,1,2000,11207,2000,Regular,Male,Yes,No,No,-3559.201,185,1179,1179,bad,bad
SABIMEN2943 (015628),Rivers,Port Harcourt,Rumukalagbor,41,44,41,116300,98845,98845,Regular,Male,Yes,No,No,19759.84,2,461,461,good,bad
EaglemanApp (012704),Gombe,Gombe,0,5,5,5,2665,2571,2571,Regular,Male,Yes,No,No,0.9,100,517,517,bad,bad
sabimen3792 (016449),Ogun,Ado-Odo/Ota,Ilogbo,103,75,75,226695,214808,214808,Regular,Female,Yes,No,No,6262.545,84,438,438,good,good
sabimen3137 (015927),Oyo,Ogbomosho,Sabo,7,178,7,9830,321925,9830,Regular,Male,Yes,No,No,9964.4554,4,459,459,bad,bad
wanagapos51 (013023),Lagos,Ojo,Alaba Int,0,1,0,0,730,0,Regular,Male,No,No,No,-539.71429,248,44095,502,bad,bad
MALGWIAPP (016477),Gombe,Akko,0,2,6,2,300,1657,300,Regular,Male,Yes,No,No,150.4,204,455,455,bad,bad
SABIMEN19 (007318),Lagos,Ibeju-Lekki,Ajah,77,80,77,218553,263059,218553,Regular,Male,Yes,No,No,2657.6,139,759,759,good,good
BEEMONNY (022115),Lagos,Mushin-Main,Mushin,0,1,0,0,686,0,Regular,Female,Yes,No,No,130,249,252,252,bad,bad
sheedat89app (018149),Kano,Gwarzo,Dogami,5,10,5,2600,2889,2600,Regular,Female,Yes,No,No,251.1,1,371,371,bad,bad
tayiti (021610),Lagos,Alimosho 2,Ijegun,5,5,5,8120,13041,8120,Regular,Male,Yes,No,No,551,200,258,258,bad,bad
demoonyenekeapp (006822),Enugu,Enugu South,Achara Layout,0,0,0,0,657,0,Regular,Male,No,No,No,20619.28,230,44095,794,bad,bad
OMOAZEEZ (002910),Lagos,IKorodu,Agric,29,34,29,182910,174356,174356,Regular,Female,Yes,No,No,400.277,3,1355,1355,good,bad
hiekeh (023415),Rivers,Port Harcourt,New GRA,4,4,4,3700,84082,3700,Regular,Male,Yes,No,No,385,6,237,237,bad,bad
Sunadapp (016877),Ogun,Ifo,0,0,0,0,0,650,0,Regular,Male,Yes,No,No,4558,219,420,420,bad,bad
sabimen972 (011637),Lagos,Oshodi-Main,Oshodi,0,2,0,0,3500,0,Regular,Male,Yes,No,No,532.14376,10,536,536,bad,bad
DemoOtoyivoApp (006841),Kogi,Lokoja,Lokon Goma,4,3,3,4500,4778,4500,Regular,Male,Yes,No,No,47.4,1,781,781,bad,bad
kakeraapp (022598),Sokoto,Sokoto South,0,0,4,0,0,700,0,Regular,Female,Yes,No,No,0,240,248,248,bad,bad
Oluwadare4 (022015),Lagos,Ikeja,Computer Village,11,79,11,132450,1645047,132450,Regular,Female,Yes,No,No,165511.5,111,254,254,bad,bad
Sultan66pos (012871),Lagos,Agege,Dopemu,2,139,2,4450,1099399,4450,Regular,Male,Yes,No,No,7.272,357,503,503,bad,bad
Mawilapp (020309),Katsina,Katsina,0,5,8,5,4089,2741,2741,Regular,Female,Yes,No,No,6.08,179,293,293,bad,bad
sabimen2261 (014480),Federal Capital Territory,Kubwa,Bwari,128,108,108,243410,284514,243410,Regular,Male,Yes,No,No,606.96,163,468,468,good,good
JABCAMPBELL (006119),Lagos,Alimosho 1,Egbeda,0,3,0,0,2371,0,Regular,Female,Yes,No,No,9418,7,1053,1053,bad,bad
GIVTASPos (009819),Lagos,Oshodi-Main,Isolo,0,1,0,0,629,0,Regular,Male,Yes,No,No,-552.76843,207,44095,563,bad,bad
MOFASOFT (006127),Lagos,Festac1,7th Avenue Stretch (3rd Gate),84,100,84,85650,95969,85650,Regular,Male,Yes,No,No,23253.7,1,1053,1053,good,bad
Ridomreliable (022258),Ogun,Abeokuta South,Sapon,0,1,0,0,671,0,Regular,Male,Yes,No,No,250,251,251,251,bad,bad
BASDOS1APP (017213),Lagos,Ikeja,Alausa,0,0,0,0,629,0,Regular,Female,Yes,No,No,9.4,269,400,400,bad,bad
ABBCONNECT (022340),Lagos,Ibeju-Lekki,Ibeju,2,5,2,600,3454,600,Regular,Female,Yes,No,No,10605.1,2,250,250,bad,bad
Akinsanya1989 (005931),Lagos,Badagry,Badagry,0,1,0,0,1817,0,Regular,Male,Yes,No,No,-6199.095,214,1068,1068,bad,bad
sabimen3011 (015283),Rivers,Port Harcourt,Rumuwoji,77,89,77,243320,274568,243320,Regular,Female,Yes,No,No,1236.74,25,461,461,good,good
ImmatexinfocomApp (008590),Kaduna,Chikun,Sabon Tasha,19,18,18,15910,15800,15800,Regular,Male,Yes,No,No,336.4,33,707,707,bad,bad
Endoxos (002799),Lagos,Ikeja,Allen,0,1,0,0,1586,0,Regular,Male,Yes,No,No,-5579.75641,206,1371,1371,bad,bad
latua83App (012402),Katsina,Katsina,0,5,6,5,4250,5989,4250,Regular,Male,Yes,No,No,35.4,6,536,536,bad,bad
Rosade (005565),Lagos,Shomolu,Bariga,0,1,0,0,612,0,Regular,Female,Yes,No,No,-7400,272,1119,1119,bad,bad
glorytoglory (006002),Federal Capital Territory,Durumi District,Durumi,0,1,0,0,600,0,Regular,Male,Yes,No,No,-7049.14286,688,1062,1062,bad,bad
SYCOMPos (009536),Ondo,Akure,Oba Ile,7,6,6,6000,7431,6000,Regular,Female,Yes,No,No,-6507.45,569,647,647,bad,bad
Ozzyyeepearl (021629),Lagos,Amuwo Odofin,Amuwo Odofin,5,5,5,10000,10510,10000,Regular,Female,Yes,No,No,540.6,16,258,258,bad,bad
Ramlat2020 (021850),Osun,Osogbo,0,51,48,48,68710,67676,67676,Regular,Female,Yes,No,No,1436.16,0,256,256,good,bad
sabimen2037 (014143),Lagos,Alimosho 1,Abule Egba,0,0,0,0,593,0,Regular,Male,Yes,No,No,10046.5,26,469,469,bad,bad
Bamznet29 (003001),Kano,Tarauni,Zaria Road Housing Estate,0,2,0,0,1571,0,Regular,Female,No,No,No,-1308.175,180,44095,1348,bad,bad
Mugozsystem2 (000717),Lagos,Alimosho 1,Iyana Ipaja,0,0,0,0,586,0,Regular,Female,Yes,No,No,-7141.864,273,1701,1701,bad,bad
nikeyodeapp (016947),Lagos,Alimosho 1,Ayobo,4,6,4,4100,4186,4100,Regular,Male,Yes,No,No,21.66,145,412,412,bad,bad
Sabimen354 (011016),Lagos,Surulere,Ikate,2,7,2,4100,11395,4100,Regular,Male,Yes,No,No,10000.50014,26,542,542,bad,bad
MAFFILIATE68App (008529),Lagos,Kosofe,Ketu,5,5,5,8950,7809,7809,Regular,Male,Yes,No,No,11.124,42,712,712,bad,bad
Demotinaapp (006894),Lagos,IKorodu,Igbogbo,8,9,8,8240,9037,8240,Regular,Female,Yes,No,No,8.72,16,787,787,bad,bad
demomax (021685),Enugu,Enugu East,Abakpa,0,1,0,0,2746,0,Regular,Male,Yes,No,No,2.99,27,257,257,bad,bad
sabimen2589 (014666),Federal Capital Territory,Airport Road/Lugbe,Lugbe Central,0,0,0,0,580,0,Regular,Female,Yes,No,No,10000.065,26,465,465,bad,bad
musajoshuaPOS (021967),Bornu,Maiduguri,0,2,4,2,1200,2596,1200,Regular,Male,Yes,No,No,-3575.4,44095,254,254,bad,bad
Sabimen3543 (015114),Lagos,Lagos Island,Ajah,0,1,0,0,629,0,Regular,Male,Yes,No,No,5853.5,238,458,458,bad,bad
sabimen2849 (015681),Oyo,Ibadan Central,Challenge,0,0,0,0,620,0,Regular,Female,Yes,No,No,10000.75,26,461,461,bad,bad
Nextoyesapp (012714),Lagos,Oshodi-Main,Ajao estate,4,5,4,6000,9055,6000,Regular,Male,Yes,No,No,380.8,11,516,516,bad,bad
fabian78app (021734),Edo,Oredo,Iyaro,0,0,0,0,571,0,Regular,Male,Yes,No,No,950,256,256,256,bad,bad
Sabimen3647 (015163),Lagos,Ajegunle,Ajegunle,122,112,112,211590,183617,183617,Regular,Female,Yes,No,No,17415.754,1,438,438,good,bad
Zubeeapp (021775),Anambra,Onitsha North,New Market Road,20,29,20,34170,42059,34170,Regular,Male,Yes,No,No,1.3758,13,256,256,good,good
ONYINTAN79 (006061),Lagos,Ikeja,Computer Village,0,0,0,0,571,0,Regular,Female,Yes,No,No,-6182.2,242,1056,1056,bad,bad
DemoPromiseApp (006860),Lagos,Oshodi-Main,Ajao estate,25,21,21,33640,35963,33640,Regular,Male,Yes,No,No,1150.576,5,794,794,good,bad
SABIMEN93 (012328),Lagos,Alimosho 1,Abule Egba,0,0,0,0,571,0,Regular,Male,Yes,No,No,5.25,304,542,542,bad,bad
ahmoldynamics (023533),Lagos,Ojo,Ijanikin,4,5,4,3995,23757,3995,Regular,Male,Yes,No,No,748,44095,236,236,bad,bad
merios (021807),Rivers,Obio/Akpor,Artillery,0,1,0,0,840,0,Regular,Female,Yes,No,No,1601.8,2,256,256,bad,bad
Nafsonapp (022481),Kano,Nasarawa,Nasarawa,0,5,0,0,567,0,Regular,Male,Yes,No,No,12.9,247,249,249,bad,bad
SABIMEN1843 (015713),Lagos,Alimosho 1,Ipaja,2,4,2,3960,16839,3960,Regular,Male,Yes,No,No,67037.94,74,472,472,bad,bad
Nuatinapp (017810),Lagos,Badagry,Badagry,1,18,1,155,347024,155,Regular,Male,Yes,No,No,0.2,226,336,386,bad,bad
daronk (021828),Ondo,Akure,Alagbaka,0,1,0,0,564,0,Regular,Male,Yes,No,No,0,44095,256,256,bad,bad
labaglobalApp (009593),Kano,Fagge 2 (Sabon Gari),Sabon Gari,26,21,21,40900,161074,40900,Regular,Male,Yes,No,No,32073.47,29,240,621,good,good
DemoItelp32app (018725),Kano,Fagge 2 (Sabon Gari),Sabon Gari,18,24,18,11614,48327,11614,Regular,Female,Yes,No,No,0.8,16,261,348,bad,bad
Bizzy (022476),Lagos,IKorodu,Agric,0,1,0,0,564,0,Regular,Male,Yes,No,No,0,44095,249,249,bad,bad
chels (022866),Lagos,Ojo,Ajangbadi,0,0,0,0,563,0,Regular,Male,Yes,No,No,0,44095,243,243,bad,bad
Docunmu2APP (007778),Lagos,Alimosho 2,Ikotun,5,5,5,9400,7469,7469,Regular,Male,Yes,No,No,11857.85,27,742,742,bad,bad
sabimen2269 (015765),Federal Capital Territory,Kubwa,Bwari,16,36,16,53356,513661,53356,Regular,Male,Yes,No,No,10000.5,26,468,468,bad,bad
Gheritage (010105),Lagos,IKorodu,Agric,0,0,0,0,557,0,Regular,Male,Yes,No,No,-6153.25,245,584,584,bad,bad
latainoapp (020606),Lagos,Ajegunle,Amukoko,0,2,0,0,3393,0,Regular,Male,Yes,No,No,1080,202,279,279,bad,bad
SABIMEN1090 (011210),Ogun,Otta,Otta,2,2,2,11000,7815,7815,Regular,Female,Yes,No,No,80,246,536,536,bad,bad
Sabimen963 (011618),Lagos,Oshodi-Main,Isolo,94,87,87,231050,295359,231050,Regular,Male,Yes,No,No,8031.4375,6,536,536,good,bad
DemoProspilo1App (020357),Abia,Aba North,Ogbo,74,109,74,432850,833665,432850,Regular,Male,Yes,No,No,4759.25,12,291,291,good,good
Petlover2545app (013744),Lagos,Ifako Ijaiye,Meiran,5,11,5,13165,17556,13165,Regular,Male,Yes,No,No,171184.9,62,485,485,bad,bad
nasiha (022266),Bauchi,Bauchi,0,0,5,0,0,178276,0,Regular,Male,Yes,No,No,1099.5,31,251,251,bad,bad
skyplusapp (009940),Lagos,Alimosho 1,Egbeda,1,15,1,248,112458,248,Regular,Male,Yes,No,No,6815.805,1,602,602,bad,bad
chidi (023035),Lagos,Oshodi-Main,Oshodi,102,102,102,278400,286458,278400,Regular,Female,Yes,No,No,3335.11,1,242,242,good,bad
